"Species","Mobility","AFF.MO","AMBI","Fragilite","AFF.RO","Tube","Taille","GT","Position","worms_id","Kingdom","Phylum","Class","Order","Family","Genus","Species.y"
"Bodotria arenosa","Mobile","I","II","Tres fragile","Meuble","0","TP","Deposivore","Endofaune","110440","Animalia","Arthropoda","Malacostraca","Cumacea","Bodotriidae","Bodotria","Bodotria arenosa"
"Bodotria scorpioides","Mobile","I","I","Tres fragile","Meuble","0","TP","Deposivore","Endofaune","110445","Animalia","Arthropoda","Malacostraca","Cumacea","Bodotriidae","Bodotria","Bodotria scorpioides"
"Bonelliidae","Peu mobile","I",NA,"Tres fragile","Meuble","0","M","Detritivore","Endofaune","110347","Animalia","Annelida","Polychaeta","Echiuroidea","Bonelliidae",NA,NA
"Boreochiton ruber","Peu mobile","I","I","Peu fragile","Dur","0","TP","Brouteur","Epifaune","386411","Animalia","Mollusca","Polyplacophora","Chitonida","Tonicellidae","Boreochiton","Boreochiton ruber"
"Bosemprella incarnata","Peu mobile","I","I","Pas fragile","Meuble","0","P","Suspensivore","Endofaune","849065","Animalia","Mollusca","Bivalvia","Cardiida","Tellinidae","Bosemprella","Bosemprella incarnata"
"Branchiomma","Peu mobile","I","I","Tres fragile","Indifferent","1","P","Suspensivore","Epifaune","129524","Animalia","Annelida","Polychaeta","Sabellida","Sabellidae","Branchiomma",NA
"Branchiomma bairdi","Fixe","I","I","Tres fragile","Dur","1","P","Suspensivore","Epifaune","421070","Animalia","Annelida","Polychaeta","Sabellida","Sabellidae","Branchiomma","Branchiomma bairdi"
"Branchiostoma lanceolatum","Mobile","I","I","Peu fragile","Meuble","0","PM","Suspensivore","Endofaune","104906","Animalia","Chordata","Leptocardii",NA,"Branchiostomatidae","Branchiostoma","Branchiostoma lanceolatum"
"Buccinum undatum","Mobile","I","II","Pas fragile","Dur","0","PM","Predateur","Epifaune","138878","Animalia","Mollusca","Gastropoda","Neogastropoda","Buccinidae","Buccinum","Buccinum undatum"
"Bivalvia",NA,NA,NA,NA,NA,NA,NA,NA,"Interstice","105","Animalia","Mollusca","Bivalvia",NA,NA,NA,NA
"Caecum glabrum","Fixe","I","I","Tres fragile","Meuble","0","TP","Brouteur","Endofaune","138952","Animalia","Mollusca","Gastropoda","Littorinimorpha","Caecidae","Caecum","Caecum glabrum"
"Caecum trachea","Peu mobile","I","I","Peu fragile","Meuble","0","TP","Detritivore","Interstice","138957","Animalia","Mollusca","Gastropoda","Littorinimorpha","Caecidae","Caecum","Caecum trachea"
"Calliactis parasitica","Fixe","I",NA,"Tres fragile","Dur","0","PM","Predateur","Epifaune","100946","Animalia","Cnidaria","Anthozoa","Actiniaria","Hormathiidae","Calliactis","Calliactis parasitica"
"Callionymus lyra","Mobile",NA,NA,"Peu fragile","Meuble","0","MG","Predateur","Epifaune","126792","Animalia","Chordata","Actinopteri","Callionymiformes","Callionymidae","Callionymus","Callionymus lyra"
"Callochiton septemvalvis","Peu mobile","I","I","Peu fragile","Meuble","0","P","Brouteur","Epifaune","140132","Animalia","Mollusca","Polyplacophora","Callochitonida","Callochitonidae","Callochiton","Callochiton septemvalvis"
"Calyptraea chinensis","Fixe","I","I","Tres fragile","Dur","0","P","Suspensivore","Epifaune","138961","Animalia","Mollusca","Gastropoda","Littorinimorpha","Calyptraeidae","Calyptraea","Calyptraea chinensis"
"Brachystomia eulimoides",NA,NA,"II",NA,NA,NA,NA,NA,"Epifaune","491650","Animalia","Mollusca","Gastropoda",NA,"Pyramidellidae","Brachystomia","Brachystomia eulimoides"
"Capitella capitata","Peu mobile","IV","V","Tres fragile","Meuble","0","PM","Deposivore","Endofaune","129876","Animalia","Annelida","Polychaeta",NA,"Capitellidae","Capitella","Capitella capitata"
"Capitella minima","Peu mobile","IV","V","Tres fragile","Indifferent","1","P","Deposivore","Endofaune","129879","Animalia","Annelida","Polychaeta",NA,"Capitellidae","Capitella","Capitella minima"
"Branchiomma bombyx",NA,NA,"I",NA,NA,NA,NA,NA,"Epifaune","130878","Animalia","Annelida","Polychaeta","Sabellida","Sabellidae","Branchiomma","Branchiomma bombyx"
"Branchiomma bombyx",NA,NA,"I",NA,NA,NA,NA,NA,"Epifaune","130878","Animalia","Annelida","Polychaeta","Sabellida","Sabellidae","Branchiomma","Branchiomma bombyx"
"Actiniaria spp.","Fixe","I",NA,"Tres fragile","Meuble","0","PM","Predateur","Epifaune","1360","Animalia","Cnidaria","Anthozoa","Actiniaria",NA,NA,NA
"Caprella acanthifera","Mobile","I","II","Peu fragile","Dur","0","P","Predateur","Epifaune","101822","Animalia","Arthropoda","Malacostraca","Amphipoda","Caprellidae","Caprella","Caprella acanthifera"
"Nudibranchia spp.",NA,NA,NA,NA,NA,NA,NA,NA,"Epifaune","1762","Animalia","Mollusca","Gastropoda","Nudibranchia",NA,NA,NA
"Carcinus maenas","Mobile","I","III","Tres fragile","Indifferent","0","PM","Omnivore","Epifaune","107381","Animalia","Arthropoda","Malacostraca","Decapoda","Carcinidae","Carcinus","Carcinus maenas"
"Actiniaria spp.","Fixe","I",NA,"Tres fragile","Dur","0","PM","Predateur","Epifaune","1360","Animalia","Cnidaria","Anthozoa","Actiniaria",NA,NA,NA
"Caulleriella","Peu mobile","IV","III","Tres fragile","Meuble","1","P","Deposivore","Endofaune","129241","Animalia","Annelida","Polychaeta","Terebellida","Cirratulidae","Caulleriella",NA
"Calliostoma zizyphinum",NA,NA,"I",NA,NA,NA,NA,NA,"Epifaune","141767","Animalia","Mollusca","Gastropoda","Trochida","Calliostomatidae","Calliostoma","Calliostoma zizyphinum"
"Caulleriella alata","Peu mobile","IV","III","Tres fragile","Meuble","1","P","Deposivore","Endofaune","129943","Animalia","Annelida","Polychaeta","Terebellida","Cirratulidae","Caulleriella","Caulleriella alata"
"Callipallene brevirostris",NA,NA,"I",NA,NA,NA,NA,NA,"Epifaune","134643","Animalia","Arthropoda","Pycnogonida","Pantopoda","Callipallenidae","Callipallene","Callipallene brevirostris"
"Caulleriella bioculata","Peu mobile","IV","III","Tres fragile","Meuble","1","P","Deposivore","Endofaune","129944","Animalia","Annelida","Polychaeta","Terebellida","Cirratulidae","Caulleriella","Caulleriella bioculata"
"Centraloecetes kroyeranus","Peu mobile","III","I","Peu fragile","Meuble","1","TP","Detritivore","Epifaune","1059646","Animalia","Arthropoda","Malacostraca","Amphipoda","Ischyroceridae","Centraloecetes","Centraloecetes kroyeranus"
"Cerastoderma edule","Peu mobile","III","III","Pas fragile","Meuble","0","PM","Suspensivore","Endofaune","138998","Animalia","Mollusca","Bivalvia","Cardiida","Cardiidae","Cerastoderma","Cerastoderma edule"
"Cancer pagurus",NA,NA,"III",NA,NA,NA,NA,NA,"Epifaune","107276","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer pagurus"
"Cereus pedunculatus","Fixe","I","I","Tres fragile","Dur","0","M","Predateur","Endofaune","100987","Animalia","Cnidaria","Anthozoa","Actiniaria","Sagartiidae","Cereus","Cereus pedunculatus"
"Cerianthus lloydii","Fixe","I","I","Peu fragile","Indifferent","1","M","Predateur","Interstice","283798","Animalia","Cnidaria","Anthozoa","Spirularia","Cerianthidae","Cerianthus","Cerianthus lloydii"
"Cerithiopsis tubercularis","Peu mobile","I","I","Pas fragile","Dur","0","TP","Predateur","Epifaune","139085","Animalia","Mollusca","Gastropoda","[unassigned] Caenogastropoda","Cerithiopsidae","Cerithiopsis","Cerithiopsis tubercularis"
"Chaetognatha","Mobile",NA,NA,"Pas fragile","Indifferent","0","P","Predateur","Epifaune","2081","Animalia","Chaetognatha",NA,NA,NA,NA,NA
"Caprella",NA,NA,NA,NA,NA,NA,NA,NA,"Epifaune","101430","Animalia","Arthropoda","Malacostraca","Amphipoda","Caprellidae","Caprella",NA
"Chaetopteridae","Fixe","I","IV","Tres fragile","Indifferent","1","M","Suspensivore","Interstice","918","Animalia","Annelida","Polychaeta",NA,"Chaetopteridae",NA,NA
"Chaetopterus","Peu mobile","I","I","Tres fragile","Indifferent","1","PM","Suspensivore","Endofaune","129229","Animalia","Annelida","Polychaeta",NA,"Chaetopteridae","Chaetopterus",NA
"Chaetopterus variopedatus","Peu mobile","I","I","Tres fragile","Meuble","1","MG","Suspensivore","Endofaune","129914","Animalia","Annelida","Polychaeta",NA,"Chaetopteridae","Chaetopterus","Chaetopterus variopedatus"
"Chaetozone spp.","Peu mobile","IV","IV","Tres fragile","Meuble","0","P","Deposivore","Endofaune","129242","Animalia","Annelida","Polychaeta","Terebellida","Cirratulidae","Chaetozone",NA
"Caprella penantis",NA,NA,"II",NA,NA,NA,NA,NA,"Epifaune","101846","Animalia","Arthropoda","Malacostraca","Amphipoda","Caprellidae","Caprella","Caprella penantis"
"Chamelea striatula","Peu mobile","I","I","Pas fragile","Meuble","0","P","Suspensivore","Endofaune","141908","Animalia","Mollusca","Bivalvia","Venerida","Veneridae","Chamelea","Chamelea striatula"
"Cerebratulus",NA,NA,NA,NA,NA,NA,NA,NA,"Endofaune","122348","Animalia","Nemertea","Pilidiophora","Heteronemertea","Lineidae","Cerebratulus",NA
"Chauvetia brunnea","Peu mobile","I","I","Pas fragile","Dur","0","TP","Oophage","Epifaune","138880","Animalia","Mollusca","Gastropoda","Neogastropoda","Chauvetiidae","Chauvetia","Chauvetia brunnea"
"Cheirocratus sp.","Mobile","I","I","Peu fragile","Meuble","0","TP","Detritivore","Epifaune","101669","Animalia","Arthropoda","Malacostraca","Amphipoda","Cheirocratidae","Cheirocratus",NA
"Cheirocratus sundevallii","Mobile","I","I","Peu fragile","Dur","0","P","Detritivore","Epifaune","102798","Animalia","Arthropoda","Malacostraca","Amphipoda","Cheirocratidae","Cheirocratus","Cheirocratus sundevallii"
"Cheirocratus sundevallii","Mobile","I","I","Peu fragile","Meuble","0","TP","Detritivore","Epifaune","102798","Animalia","Arthropoda","Malacostraca","Amphipoda","Cheirocratidae","Cheirocratus","Cheirocratus sundevallii"
"Cestopagurus timidus",NA,NA,"I",NA,NA,NA,NA,NA,"Epifaune","107226","Animalia","Arthropoda","Malacostraca","Decapoda","Paguridae","Cestopagurus","Cestopagurus timidus"
"Chondrochelia savignyi","Mobile","I","III","Peu fragile","Meuble","0","TP","Inconnu","Epifaune","880874","Animalia","Arthropoda","Malacostraca","Tanaidacea","Leptocheliidae","Chondrochelia","Chondrochelia savignyi"
"Chone spp.","Peu mobile","III","II","Tres fragile","Indifferent","1","P","Suspensivore","Endofaune","129525","Animalia","Annelida","Polychaeta","Sabellida","Sabellidae","Chone",NA
"Chrysopetalum debile","Mobile","I","I","Tres fragile","Indifferent","0","P","Predateur","Epifaune","129927","Animalia","Annelida","Polychaeta","Phyllodocida","Chrysopetalidae","Chrysopetalum","Chrysopetalum debile"
"Ciliata mustela","Mobile",NA,NA,"Peu fragile","Indifferent","0","M","Predateur","Epifaune","126448","Animalia","Chordata","Actinopteri","Gadiformes","Lotidae","Ciliata","Ciliata mustela"
"Cirolana cranchi","Mobile","I","II","Peu fragile","Meuble","0","TP","Predateur","Epifaune","118839","Animalia","Arthropoda","Malacostraca","Isopoda","Cirolanidae","Cirolana","Cirolana cranchii"
"Cirratulidae spp.","Peu mobile","IV","IV","Tres fragile","Meuble","0","PM","Deposivore","Endofaune","919","Animalia","Annelida","Polychaeta","Terebellida","Cirratulidae",NA,NA
"Cirratulus cirratus","Peu mobile","IV","IV","Tres fragile","Indifferent","0","M","Deposivore","Endofaune","129959","Animalia","Annelida","Polychaeta","Terebellida","Cirratulidae","Cirratulus","Cirratulus cirratus"
"Cirriformia tentaculata","Peu mobile","IV","IV","Tres fragile","Meuble","1","M","Deposivore","Endofaune","129964","Animalia","Annelida","Polychaeta","Terebellida","Cirratulidae","Cirriformia","Cirriformia tentaculata"
"Paraonidae spp.","Peu mobile","I","II","Peu fragile","Meuble","0","P","Deposivore","Endofaune","903","Animalia","Annelida","Polychaeta",NA,"Paraonidae",NA,NA
"Cheirocratus intermedius",NA,NA,"I",NA,NA,NA,NA,NA,"Epifaune","102795","Animalia","Arthropoda","Malacostraca","Amphipoda","Cheirocratidae","Cheirocratus","Cheirocratus intermedius"
"Clausinella fasciata","Peu mobile","I","I","Pas fragile","Meuble","0","P","Suspensivore","Endofaune","141909","Animalia","Mollusca","Bivalvia","Venerida","Veneridae","Clausinella","Clausinella fasciata"
"Chirimia biceps",NA,NA,"II",NA,NA,NA,NA,NA,"Endofaune","130277","Animalia","Annelida","Polychaeta",NA,"Maldanidae","Chirimia","Chirimia biceps"
"Chlamys",NA,NA,NA,NA,NA,NA,NA,NA,"Epifaune","138315","Animalia","Mollusca","Bivalvia","Pectinida","Pectinidae","Chlamys",NA
"Clymenella cincta","Peu mobile","I","I","Tres fragile","Meuble","1","M","Detritivore","Endofaune","130278","Animalia","Annelida","Polychaeta",NA,"Maldanidae","Clymenella","Clymenella cincta"
"Clymenura","Fixe","I","III","Tres fragile","Indifferent","1","PM","Detritivore","Endofaune","129346","Animalia","Annelida","Polychaeta",NA,"Maldanidae","Clymenura",NA
"Comarmondia gracilis","Peu mobile","I",NA,"Peu fragile","Meuble","0","P","Predateur","Epifaune","139229","Animalia","Mollusca","Gastropoda","Neogastropoda","Clathurellidae","Comarmondia","Comarmondia gracilis"
"Conilera cylindracea","Mobile","I",NA,"Peu fragile","Meuble","0","TP","Predateur","Endofaune","118842","Animalia","Arthropoda","Malacostraca","Isopoda","Cirolanidae","Conilera","Conilera cylindracea"
"Corophium spp.","Peu mobile","I","III","Peu fragile","Dur","1","P","Detritivore","Interstice","101489","Animalia","Arthropoda","Malacostraca","Amphipoda","Corophiidae","Corophium",NA
"Crangon crangon","Mobile","I","I","Peu fragile","Meuble","0","PM","Omnivore","Epifaune","107552","Animalia","Arthropoda","Malacostraca","Decapoda","Crangonidae","Crangon","Crangon crangon"
"Corophium spp.","Peu mobile","III","III","Peu fragile","Dur","1","TP","Detritivore","Interstice","101489","Animalia","Arthropoda","Malacostraca","Amphipoda","Corophiidae","Corophium",NA
"Crepidula fornicata","Fixe","I","III","Pas fragile","Meuble","0","P","Suspensivore","Epifaune","138963","Animalia","Mollusca","Gastropoda","Littorinimorpha","Calyptraeidae","Crepidula","Crepidula fornicata"
"Cirratulus",NA,NA,NA,NA,NA,NA,NA,NA,"Endofaune","129243","Animalia","Annelida","Polychaeta","Terebellida","Cirratulidae","Cirratulus",NA
"Crisilla semistriata","Peu mobile","I","I","Pas fragile","Indifferent","0","TP","Detritivore","Epifaune","141280","Animalia","Mollusca","Gastropoda","Littorinimorpha","Rissoidae","Crisilla","Crisilla semistriata"
"Ctenolabrus rupestris","Mobile",NA,NA,"Peu fragile","Dur","0","M","Predateur","Epifaune","126964","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Ctenolabrus","Ctenolabrus rupestris"
"Cucumariidae","Peu mobile","I","I","Peu fragile","Meuble","0","M","Inconnu","Interstice","123187","Animalia","Echinodermata","Holothuroidea","Dendrochirotida","Cucumariidae",NA,NA
"Cirripedia",NA,NA,NA,NA,NA,NA,NA,NA,"Epifaune","1082","Animalia","Arthropoda","Thecostraca",NA,NA,NA,NA
"Paraonidae spp.",NA,NA,"III",NA,NA,NA,NA,NA,"Endofaune","903","Animalia","Annelida","Polychaeta",NA,"Paraonidae",NA,NA
"Cyathura carinata","Peu mobile","III","III","Peu fragile","Meuble","1","P","Detritivore","Epifaune","118474","Animalia","Arthropoda","Malacostraca","Isopoda","Anthuridae","Cyathura","Cyathura carinata"
"Cylichna cylindracea","Peu mobile","I","II","Pas fragile","Meuble","0","P","Predateur","Endofaune","139476","Animalia","Mollusca","Gastropoda","Cephalaspidea","Cylichnidae","Cylichna","Cylichna cylindracea"
"Claparedepelogenia inclusa",NA,NA,"II",NA,NA,NA,NA,NA,"Endofaune","131063","Animalia","Annelida","Polychaeta","Phyllodocida","Sigalionidae","Claparedepelogenia","Claparedepelogenia inclusa"
"Cymodoce truncata","Mobile","I","I","Peu fragile","Dur","0","TP","Detritivore","Epifaune","118936","Animalia","Arthropoda","Malacostraca","Isopoda","Sphaeromatidae","Cymodoce","Cymodoce truncata"
"Cyrillia linearis","Peu mobile","I",NA,"Pas fragile","Indifferent","0","P","Predateur","Interstice","1389226","Animalia","Mollusca","Gastropoda","Neogastropoda","Raphitomidae","Cyrillia","Cyrillia linearis"
"Perioculodes longimanus","Mobile","I","I","Peu fragile","Meuble","0","TP","Predateur","Epifaune","102915","Animalia","Arthropoda","Malacostraca","Amphipoda","Oedicerotidae","Perioculodes","Perioculodes longimanus"
"Demospongiae spp.","Fixe","I","I","Tres fragile","Dur","0","M","Suspensivore","Epifaune","164811","Animalia","Porifera","Demospongiae",NA,NA,NA,NA
"Cnidaria",NA,NA,"I",NA,NA,NA,NA,NA,NA,"1267","Animalia","Cnidaria",NA,NA,NA,NA,NA
"Dexamine spinosa","Mobile","III","III","Peu fragile","Meuble","0","P","Detritivore","Epifaune","102135","Animalia","Arthropoda","Malacostraca","Amphipoda","Dexaminidae","Dexamine","Dexamine spinosa"
"Chone spp.","Peu mobile","I","II","Tres fragile","Meuble","1","TP","Suspensivore","Epifaune","129525","Animalia","Annelida","Polychaeta","Sabellida","Sabellidae","Chone",NA
"Diodora graeca","Peu mobile","I","II","Pas fragile","Dur","0","P","Predateur","Epifaune","139951","Animalia","Mollusca","Gastropoda","Lepetellida","Fissurellidae","Diodora","Diodora graeca"
"Diogenes pugilator","Mobile","I","II","Peu fragile","Meuble","0","P","Predateur","Epifaune","107199","Animalia","Arthropoda","Malacostraca","Decapoda","Diogenidae","Diogenes","Diogenes pugilator"
"Dioplosyllis cirrosa","Mobile","I",NA,"Tres fragile","Meuble","0","P","Predateur","Endofaune","131285","Animalia","Annelida","Polychaeta","Phyllodocida","Syllidae","Dioplosyllis","Dioplosyllis cirrosa"
"Corophium spp.",NA,NA,"III",NA,NA,NA,NA,NA,"Interstice","101489","Animalia","Arthropoda","Malacostraca","Amphipoda","Corophiidae","Corophium",NA
"Diplecogaster sp.","Mobile",NA,NA,"Peu fragile","Indifferent","0","P","Predateur","Interstice","125779","Animalia","Chordata","Actinopteri","Gobiesociformes","Gobiesocidae","Diplecogaster",NA
"Diplocirrus glaucus","Peu mobile","I","I","Tres fragile","Meuble","0","P","Deposivore","Endofaune","130100","Animalia","Annelida","Polychaeta","Terebellida","Flabelligeridae","Diplocirrus","Diplocirrus glaucus"
"Diplocirrus glaucus","Peu mobile","I","I","Tres fragile","Meuble","0","P","Deposivore","Endofaune","130100","Animalia","Annelida","Polychaeta","Terebellida","Flabelligeridae","Diplocirrus","Diplocirrus glaucus"
"Diplodonta rotundata","Peu mobile","I","II","Pas fragile","Meuble","0","P","Suspensivore","Endofaune","141883","Animalia","Mollusca","Bivalvia","Venerida","Ungulinidae","Diplodonta","Diplodonta rotundata"
"Diplosoma","Fixe","I",NA,"Pas fragile","Dur","0","P","Suspensivore","Epifaune","103457","Animalia","Chordata","Ascidiacea","Aplousobranchia","Didemnidae","Diplosoma",NA
"Dipolydora","Peu mobile","IV","IV","Tres fragile","Meuble","1","TP","Deposivore","Endofaune","129611","Animalia","Annelida","Polychaeta","Spionida","Spionidae","Dipolydora",NA
"Polydora spp.","Peu mobile","IV","IV","Tres fragile","Meuble","1","TP","Deposivore","Endofaune","129619","Animalia","Annelida","Polychaeta","Spionida","Spionidae","Polydora",NA
"Polydora spp.","Peu mobile","IV","IV","Tres fragile","Dur","1","P","Deposivore","Endofaune","129619","Animalia","Annelida","Polychaeta","Spionida","Spionidae","Polydora",NA
"Polydora spp.","Peu mobile","IV","IV","Tres fragile","Meuble","1","P","Deposivore","Endofaune","129619","Animalia","Annelida","Polychaeta","Spionida","Spionidae","Polydora",NA
