"worms_id","Kingdom","Phylum","Class","Order","Family","Genus","Species","species_init"
"131574","Animalia","Annelida","Polychaeta","Terebellida","Trichobranchidae","Trichobranchus","Trichobranchus glacialis","Trichobranchus glacialis"
"141700","Animalia","Mollusca","Gastropoda","Trochida","Phasianellidae","Tricolia","Tricolia pullus","Tricolia pullus"
"102141","Animalia","Arthropoda","Malacostraca","Amphipoda","Dexaminidae","Tritaeta","Tritaeta gibbosa","Tritaeta gibbosa"
"876825","Animalia","Mollusca","Gastropoda","Neogastropoda","Nassariidae","Tritia","Tritia incrassata","Tritia incrassata"
"876821","Animalia","Mollusca","Gastropoda","Neogastropoda","Nassariidae","Tritia","Tritia reticulata","Tritia reticulata"
"1391524","Animalia","Mollusca","Gastropoda","Neogastropoda","Nassariidae","Tritia","Tritia pygmaea","Tritia pygmaea"
"138582","Animalia","Mollusca","Gastropoda","Littorinimorpha","Triviidae","Trivia",NA,"Trivia"
"141741","Animalia","Mollusca","Gastropoda","Littorinimorpha","Triviidae","Trivia","Trivia arctica","Trivia arctica"
"141744","Animalia","Mollusca","Gastropoda","Littorinimorpha","Triviidae","Trivia","Trivia monacha","Trivia monacha"
"129681","Animalia","Annelida","Polychaeta","Phyllodocida","Syllidae","Trypanosyllis",NA,"Trypanosyllis"
"131467","Animalia","Annelida","Polychaeta","Phyllodocida","Syllidae","Trypanosyllis","Trypanosyllis zebra","Trypanosyllis zebra"
"102748","Animalia","Arthropoda","Malacostraca","Amphipoda","Tryphosidae","Tryphosa","Tryphosa nana","Tryphosa nana"
"101661","Animalia","Arthropoda","Malacostraca","Amphipoda","Tryphosidae","Tryphosella",NA,"Tryphosella sp."
"102764","Animalia","Arthropoda","Malacostraca","Amphipoda","Tryphosidae","Tryphosella","Tryphosella nanoides","Tryphosella nanoides"
"102771","Animalia","Arthropoda","Malacostraca","Amphipoda","Tryphosidae","Tryphosella","Tryphosella sarsi","Tryphosella sarsi"
"137393","Animalia","Annelida","Clitellata","Tubificida","Naididae","Tubificoides",NA,"Tubificoides"
"137582","Animalia","Annelida","Clitellata","Tubificida","Naididae","Tubificoides","Tubificoides pseudogaster","Tubificoides pseudogaster"
"122388","Animalia","Nemertea","Palaeonemertea","Tubulaniformes","Tubulanidae","Tubulanus",NA,"Tubulanus"
"122637","Animalia","Nemertea","Palaeonemertea","Tubulaniformes","Tubulanidae","Tubulanus","Tubulanus polymorphus","Tubulanus polymorphus"
"1603","Animalia","Cnidaria","Hydrozoa","Anthoathecata","Tubulariidae",NA,NA,"Tubulariidae"
"110814","Animalia","Bryozoa","Stenolaemata","Cyclostomatida","Tubuliporidae",NA,NA,"Tubuliporidae"
"138421","Animalia","Mollusca","Gastropoda",NA,"Pyramidellidae","Turbonilla",NA,"Turbonilla spp."
"1381415","Animalia","Mollusca","Gastropoda","[unassigned] Caenogastropoda","Turritellidae","Turritellinella","Turritellinella tricarinata","Turritellinella tricarinata"
"107079","Animalia","Arthropoda","Malacostraca","Decapoda","Upogebiidae","Upogebia",NA,"Upogebia"
"107739","Animalia","Arthropoda","Malacostraca","Decapoda","Upogebiidae","Upogebia","Upogebia deltaura","Upogebia deltaura"
"107741","Animalia","Arthropoda","Malacostraca","Decapoda","Upogebiidae","Upogebia","Upogebia pusilla","Upogebia pusilla"
"107742","Animalia","Arthropoda","Malacostraca","Decapoda","Upogebiidae","Upogebia","Upogebia stellata","Upogebia stellata"
"101789","Animalia","Arthropoda","Malacostraca","Amphipoda","Urothoidae","Urothoe",NA,"Urothoe"
"103226","Animalia","Arthropoda","Malacostraca","Amphipoda","Urothoidae","Urothoe","Urothoe brevicornis","Urothoe brevicornis"
"103228","Animalia","Arthropoda","Malacostraca","Amphipoda","Urothoidae","Urothoe","Urothoe elegans","Urothoe elegans"
"103235","Animalia","Arthropoda","Malacostraca","Amphipoda","Urothoidae","Urothoe","Urothoe poseidonis","Urothoe poseidonis"
"103233","Animalia","Arthropoda","Malacostraca","Amphipoda","Urothoidae","Urothoe","Urothoe marina","Urothoe marina"
"103237","Animalia","Arthropoda","Malacostraca","Amphipoda","Urothoidae","Urothoe","Urothoe pulchella","Urothoe pulchella"
"100833","Animalia","Cnidaria","Anthozoa","Actiniaria","Actiniidae","Urticina","Urticina eques","Urticina eques"
"100834","Animalia","Cnidaria","Anthozoa","Actiniaria","Actiniidae","Urticina","Urticina felina","Urticina felina"
"378492","Animalia","Mollusca","Bivalvia","Myida","Corbulidae","Varicorbula","Varicorbula gibba","Varicorbula gibba"
"110467","Animalia","Arthropoda","Malacostraca","Cumacea","Bodotriidae","Vaunthompsonia","Vaunthompsonia cristata","Vaunthompsonia cristata"
"243","Animalia","Mollusca","Bivalvia","Venerida","Veneridae",NA,NA,"Veneridae"
"181364","Animalia","Mollusca","Bivalvia","Venerida","Veneridae","Venerupis","Venerupis corrugata","Venerupis corrugata"
"141934","Animalia","Mollusca","Bivalvia","Venerida","Veneridae","Venus","Venus casina","Venus casina"
"141936","Animalia","Mollusca","Bivalvia","Venerida","Veneridae","Venus","Venus verrucosa","Venus verrucosa"
"139903","Animalia","Mollusca","Gastropoda","Littorinimorpha","Eulimidae","Vitreolina","Vitreolina philippi","Vitreolina philippi"
"130426","Animalia","Annelida","Polychaeta","Phyllodocida","Nereididae","Websterinereis","Websterinereis glauca","Websterinereis glauca"
"107440","Animalia","Arthropoda","Malacostraca","Decapoda","Xanthidae","Xantho","Xantho hydrophilus","Xantho hydrophilus"
"107441","Animalia","Arthropoda","Malacostraca","Decapoda","Xanthidae","Xantho","Xantho pilipes","Xantho pilipes"
"416601","Animalia","Arthropoda","Malacostraca","Tanaidacea","Tanaididae","Zeuxo","Zeuxo holdichi","Zeuxo holdichi"
"101992","Animalia","Arthropoda","Malacostraca","Amphipoda","Ampithoidae","Amphitholina","Amphitholina cuniculus","Amphitholina cuniculus"
"141753","Animalia","Mollusca","Gastropoda","Trochida","Calliostomatidae","Calliostoma","Calliostoma granulatum","Calliostoma granulatum"
"1137","Animalia","Arthropoda","Malacostraca","Cumacea",NA,NA,NA,"Cumacea spp."
"130774","Animalia","Annelida","Polychaeta","Phyllodocida","Polynoidae","Harmothoe","Harmothoe longisetis","Harmothoe longisetis"
"106987","Animalia","Arthropoda","Malacostraca","Decapoda","Hippolytidae","Hippolyte",NA,"Hippolyte"
"264171","Animalia","Arthropoda","Malacostraca","Isopoda","Janiridae","Jaera","Jaera (Jaera) albifrons","Jaera (Jaera) albifrons"
"138157","Animalia","Mollusca","Bivalvia","Venerida","Mactridae","Lutraria",NA,"Lutraria"
"130272","Animalia","Annelida","Polychaeta",NA,"Magelonidae","Magelona","Magelona papillicornis","Magelona papillicornis"
"102047","Animalia","Arthropoda","Malacostraca","Amphipoda","Aoridae","Microdeutopus","Microdeutopus damnoniensis","Microdeutopus damnoniensis"
"127204","Animalia","Chordata","Actinopteri","Perciformes","Cottidae","Taurulus","Taurulus bubalis","Taurulus bubalis"
"101858","Animalia","Arthropoda","Malacostraca","Amphipoda","Caprellidae","Parvipalpus","Parvipalpus capillaceus","Parvipalpus capillaceus"
"136029","Animalia","Annelida",NA,"Sipuncula","Phascolosomatidae","Phascolosoma",NA,"Phascolosoma"
"14469","Animalia","Arthropoda","Pycnogonida","Pantopoda","Phoxichilidiidae",NA,NA,"Phoxichilidiidae"
"133688","Animalia","Porifera","Demospongiae","Poecilosclerida","Hymedesmiidae","Phorbas","Phorbas plumosus","Phorbas plumosus"
"957","Animalia","Annelida","Polychaeta","Phyllodocida","Sphaerodoridae",NA,NA,"Sphaerodoridae spp."
"247773","Animalia","Mollusca","Polyplacophora","Chitonida","Ischnochitonidae","Stenosemus","Stenosemus albus","Stenosemus albus"
"101770","Animalia","Arthropoda","Malacostraca","Amphipoda","Stenothoidae","Stenothoe",NA,"Stenothoe spp."
"129320","Animalia","Annelida","Polychaeta","Phyllodocida","Hesionidae","Syllidia",NA,"Syllidia"
"136546","Animalia","Arthropoda","Malacostraca","Tanaidacea","Tanaididae","Tanais","Tanais dulongii","Tanais dulongii"
"131542","Animalia","Annelida","Polychaeta","Terebellida","Terebellidae","Terebella","Terebella lapidaria","Terebella lapidaria"
