Espece	Mobility	AFF.MO	AMBI	Fragilite	AFF.RO	Tube	Taille	GT	Position	Phylum	Class	Order	Family
Orbinia sertulata	Peu mobile	I	I	Tres fragile	Meuble	0	MG	Deposivore	Endofaune	Annelida	Polychaeta		Orbiniidae
Orchomene humilis	Mobile	I	II	Peu fragile	Meuble	0	TP	Necrophage	Endofaune	Arthropoda	Malacostraca	Amphipoda	Tryphosidae
Orchomene similis	Mobile	I	II	Peu fragile	Meuble	0	TP	Necrophage	Endofaune	Arthropoda	Malacostraca	Amphipoda	Tryphosidae
Ostracoda	Peu mobile	I	NA	Peu fragile	Meuble	0	TP	Omnivore	Epifaune	Arthropoda	Ostracoda		
Nannonyx spinimanus			NA						Endofaune				
Ostrea edulis	Fixe	I	I	Pas fragile	Dur	0	PM	Suspensivore	Epifaune	Mollusca	Bivalvia	Ostreida	Ostreidae
Othomaera othonis	Peu mobile	III	I	Peu fragile	Meuble	0	P	Deposivore	Epifaune	Arthropoda	Malacostraca	Amphipoda	Maeridae
Owenia fusiformis	Peu mobile	I	II	Tres fragile	Meuble	1	PM	Deposivore	Interstice	Annelida	Polychaeta		Oweniidae
Oxydromus flexuosus	Mobile	II	II	Tres fragile	Meuble	0	P	Predateur	Interstice	Annelida	Polychaeta	Phyllodocida	Hesionidae
Oxydromus pallidus	Mobile	II	II	Tres fragile	Meuble	0	TP	Predateur	Interstice	Annelida	Polychaeta	Phyllodocida	Hesionidae
Pachymatisma johnstonia	Fixe	I	NA	Tres fragile	Dur	0	M	Suspensivore	Epifaune	Porifera	Demospongiae	Tetractinellida	Geodiidae
Pagurus	Mobile	I	II	Peu fragile	Indifferent	0	PM	Necrophage	Epifaune	Arthropoda	Malacostraca	Decapoda	Paguridae
Pagurus alatus	Mobile	I	II	Peu fragile	Meuble	0	P	Predateur	Epifaune	Arthropoda	Malacostraca	Decapoda	Paguridae
Pagurus bernhardus	Mobile	I	II	Peu fragile	Dur	0	PM	Predateur	Epifaune	Arthropoda	Malacostraca	Decapoda	Paguridae
Nebalia troncosoi			V						Epifaune				
Pagurus carneus	Mobile	I	II	Peu fragile	Indifferent	0	PM	Predateur	Epifaune	Arthropoda	Malacostraca	Decapoda	Paguridae
Pagurus cuanensis	Mobile	I	II	Peu fragile	Indifferent	0	PM	Necrophage	Epifaune	Arthropoda	Malacostraca	Decapoda	Paguridae
Pagurus prideaux	Mobile	I	II	Peu fragile	Meuble	0	P	Predateur	Epifaune	Arthropoda	Malacostraca	Decapoda	Paguridae
Palaemon	Mobile	I	I	Tres fragile	Indifferent	0	PM	Omnivore	Epifaune	Arthropoda	Malacostraca	Decapoda	Palaemonidae
Palaemon longirostris	Mobile	I	I	Tres fragile	Meuble	0	PM	Omnivore	Epifaune	Arthropoda	Malacostraca	Decapoda	Palaemonidae
Neoamphitrite affinis			I						Interstice				
Palaemon serratus	Mobile	I	I	Tres fragile	Indifferent	0	PM	Omnivore	Epifaune	Arthropoda	Malacostraca	Decapoda	Palaemonidae
Pandalina brevirostris	Mobile	I	II	Tres fragile	Meuble	0	P	Predateur	Interstice	Arthropoda	Malacostraca	Decapoda	Pandalidae
Neogyptis rosea			I						Epifaune				
Papillicardium minimum	Peu mobile	I	I	Pas fragile	Meuble	0	P	Suspensivore	Endofaune	Mollusca	Bivalvia	Cardiida	Cardiidae
Papillicardium papillosum	Peu mobile	I	I	Pas fragile	Meuble	0	P	Suspensivore	Endofaune	Mollusca	Bivalvia	Cardiida	Cardiidae
Nephasoma (Nephasoma) minutum			I						Endofaune				
Paracentrotus lividus	Mobile	I	I	Tres fragile	Indifferent	0	PM	Herbivore	Epifaune	Echinodermata	Echinoidea	Camarodonta	Parechinidae
Paradoneis	Peu mobile	III	III	Tres fragile	Meuble	0	P	Deposivore	Endofaune	Annelida	Polychaeta		Paraonidae
Nephtys			II						Endofaune				
Paradoneis armata	Peu mobile	III	III	Peu fragile	Meuble	1	P	Detritivore	Endofaune	Annelida	Polychaeta		Paraonidae
Paradoneis ilvana	Peu mobile	III	III	Tres fragile	Meuble	0	P	Deposivore	Endofaune	Annelida	Polychaeta		Paraonidae
Paradoneis lyra	Mobile	III	III	Tres fragile	Meuble	0	P	Deposivore	Endofaune	Annelida	Polychaeta		Paraonidae
Paragattyana	Mobile	II	NA	Peu fragile	Dur	0	PM	Predateur	Epifaune	Annelida	Polychaeta	Phyllodocida	Polynoidae
Paragnathia formica	Peu mobile	I	III	Peu fragile	Meuble	0	TP	Predateur	Endofaune	Arthropoda	Malacostraca	Isopoda	Gnathiidae
Nephtys hystricis			II						Endofaune				
Paraleptopentacta elongata	Peu mobile	I	I	Tres fragile	Meuble	0	M	Suspensivore	Endofaune	Echinodermata	Holothuroidea	Dendrochirotida	Cucumariidae
Nephtys incisa			II						Endofaune				
Paramphitrite birulai	Peu mobile	I	I	Tres fragile	Meuble	1	P	Deposivore	Endofaune	Annelida	Polychaeta	Terebellida	Terebellidae
Paramysis	Mobile	I	II	Tres fragile	Meuble	0	TP	Omnivore	Endofaune	Arthropoda	Malacostraca	Mysida	Mysidae
Nephtys longosetosa			II						Endofaune				
Paranaitis kosteriensis	Peu mobile	II	II	Peu fragile	Meuble	0	PM	Predateur	Interstice	Annelida	Polychaeta	Phyllodocida	Phyllodocidae
Paranthura nigropunctata	Mobile	I	I	Tres fragile	Indifferent	0	P	Detritivore	Epifaune	Arthropoda	Malacostraca	Isopoda	Paranthuridae
Paraonidae	Peu mobile	III	III	Tres fragile	Meuble	0	P	Deposivore	Endofaune	Annelida	Polychaeta		Paraonidae
Parasabella	Peu mobile	I	I	Tres fragile	Dur	1	M	Suspensivore	Epifaune	Annelida	Polychaeta	Sabellida	Sabellidae
Nereis			III						Endofaune				
Parathelepus collaris	Peu mobile	II	I	Tres fragile	Meuble	1	P	Deposivore	Endofaune	Annelida	Polychaeta	Terebellida	Terebellidae
Nereis pelagica			III						Endofaune				
Pareurythoe borealis	Mobile	II	II	Peu fragile	Meuble	0	P	Deposivore	Epifaune	Annelida	Polychaeta	Amphinomida	Amphinomidae
Nereis rava			III						Endofaune				
Parexogone hebes	Peu mobile	II	III	Tres fragile	Meuble	0	TP	Deposivore	Interstice	Annelida	Polychaeta	Phyllodocida	Syllidae
Parougia caeca	Mobile	II	IV	Tres fragile	Meuble	0	P	Inconnu	Interstice	Annelida	Polychaeta	Eunicida	Dorvilleidae
Parthenina decussata	Fixe	I	II	Peu fragile	Meuble	0	TP	Parasitique	Epifaune	Mollusca	Gastropoda		Pyramidellidae
Parvicardium exiguum	Peu mobile	III	I	Pas fragile	Meuble	0	P	Suspensivore	Endofaune	Mollusca	Bivalvia	Cardiida	Cardiidae
Nicomache			II						Endofaune				
Parvicardium pinnulatum	Peu mobile	III	I	Pas fragile	Meuble	0	TP	Suspensivore	Endofaune	Mollusca	Bivalvia	Cardiida	Cardiidae
Nicomache lumbricalis			II						Endofaune				
Parvicardium scabrum	Peu mobile	III	I	Peu fragile	Indifferent	0	P	Suspensivore	Endofaune	Mollusca	Bivalvia	Cardiida	Cardiidae
Patella pellucida	Peu mobile	I	I	Tres fragile	Dur	0	P	Herbivore	Epifaune	Mollusca	Gastropoda		Patellidae
Paucibranchia bellii	Mobile	II	II	Peu fragile	Indifferent	1	M	Predateur	Interstice	Annelida	Polychaeta	Eunicida	Eunicidae
Pawsonia saxicola	Peu mobile	I	NA	Peu fragile	Dur	0	PM	Suspensivore	Interstice	Echinodermata	Holothuroidea	Dendrochirotida	Cucumariidae
Pecten maximus	Mobile	I	I	Peu fragile	Meuble	0	M	Suspensivore	Interstice	Mollusca	Bivalvia	Pectinida	Pectinidae
Notomastus exsertilis			III						Endofaune				
Pelogenia arenosa	Mobile	II	II	Peu fragile	Meuble	0	M	Predateur	Endofaune	Annelida	Polychaeta	Phyllodocida	Sigalionidae
Periclimenes sagittifer	Mobile	I	I	Tres fragile	Dur	0	P	Omnivore	Epifaune	Arthropoda	Malacostraca	Decapoda	Palaemonidae
Perinereis cultrifera	Mobile	III	III	Peu fragile	Indifferent	0	M	Brouteur	Endofaune	Annelida	Polychaeta	Phyllodocida	Nereididae
Perioculodes longimanus	Mobile	I	II	Peu fragile	Meuble	0	TP	Predateur	Endofaune	Arthropoda	Malacostraca	Amphipoda	Oedicerotidae
Perkinsiana socialis	Peu mobile	I	II	Tres fragile	Indifferent	1	TP	Suspensivore	Interstice	Annelida	Polychaeta	Sabellida	Sabellidae
Perrierella audouiniana	Mobile	I	I	Peu fragile	Meuble	0	TP	Deposivore	Endofaune	Arthropoda	Malacostraca	Amphipoda	Aristiidae
Petaloproctus	Peu mobile	I	II	Tres fragile	Meuble	1	PM	Deposivore	Endofaune	Annelida	Polychaeta		Maldanidae
Petta pusilla	Peu mobile	I	I	Peu fragile	Meuble	1	P	Deposivore	Endofaune	Annelida	Polychaeta	Terebellida	Pectinariidae
Phallusia mammillata	Fixe	III	NA	Pas fragile	Dur	0	M	Suspensivore	Epifaune	Chordata	Ascidiacea	Phlebobranchia	Ascidiidae
Nudisyllis pulligera			III						Epifaune				
Phascolion (Phascolion) strombus strombus	Peu mobile	I	II	Tres fragile	Dur	0	P	Detritivore	Endofaune	Sipuncula	Sipunculidea	Golfingiida	Golfingiidae
Phascolosoma (Phascolosoma) granulatum	Peu mobile	I	II	Tres fragile	Indifferent	0	PM	Detritivore	Endofaune	Animalia	Sipuncula	Phascolosomatida	Phascolosomatidae
Oceanobdella			NA						Epifaune				
Phaxas pellucidus	Fixe	I	I	Tres fragile	Meuble	0	PM	Suspensivore	Endofaune	Mollusca	Bivalvia	Adapedonta	Pharidae
Pherusa plumosa	Peu mobile	I	III	Tres fragile	Meuble	0	PM	Deposivore	Endofaune	Annelida	Polychaeta	Terebellida	Flabelligeridae
Philine	Peu mobile	I	II	Tres fragile	Meuble	0	PM	Predateur	Interstice	Mollusca	Gastropoda	Cephalaspidea	Philinidae
Philine aperta	Mobile	I	II	Tres fragile	Meuble	0	PM	Predateur	Endofaune	Mollusca	Gastropoda	Cephalaspidea	Philinidae
Philine punctata	Mobile	I	II	Tres fragile	Meuble	0	TP	Predateur	Epifaune	Mollusca	Gastropoda	Cephalaspidea	Philinidae
Philocheras fasciatus	Mobile	I	I	Peu fragile	Meuble	0	P	Predateur	Epifaune	Arthropoda	Malacostraca	Decapoda	Crangonidae
Philocheras sculptus	Mobile	I	I	Peu fragile	Meuble	0	P	Predateur	Endofaune	Arthropoda	Malacostraca	Decapoda	Crangonidae
Odontosyllis			II						Epifaune				
Pholis gunnellus	Mobile	NA	NA	Peu fragile	Dur	0	M	Predateur	Epifaune	Chordata	Actinopteri	Perciformes	Pholidae
Pholoe	Mobile	I	II	Tres fragile	Dur	0	P	Predateur	Endofaune	Annelida	Polychaeta	Phyllodocida	Sigalionidae
Pholoe baltica	Mobile	II	I	Peu fragile	Meuble	0	P	Deposivore	Epifaune	Annelida	Polychaeta	Phyllodocida	Sigalionidae
Pholoe inornata	Mobile	II	II	Peu fragile	Meuble	0	TP	Deposivore	Epifaune	Annelida	Polychaeta	Phyllodocida	Sigalionidae
Odostomia			II						Interstice				
Phorbas	Fixe	I	NA	Tres fragile	Dur	0	M	Suspensivore	Epifaune	Porifera	Demospongiae	Poecilosclerida	Hymedesmiidae
Oerstedia			III						Interstice				
Phoronis	Fixe	I	II	Tres fragile	Dur	1	TP	Suspensivore	Interstice	Phoronida			Phoronidae
Phoronis muelleri	Fixe	I	II	Tres fragile	Meuble	1	PM	Suspensivore	Endofaune	Phoronida			Phoronidae
Oestergrenia digitata			I						Endofaune				
Photis longicaudata	Peu mobile	I	I	Peu fragile	Meuble	1	TP	Suspensivore	Epifaune	Arthropoda	Malacostraca	Amphipoda	Photidae
Phoxocephalus holbolli	Peu mobile	I	I	Pas fragile	Meuble	0	TP	Predateur	Endofaune	Arthropoda	Malacostraca	Amphipoda	Phoxocephalidae
Phtisica marina	Mobile	I	I	Peu fragile	Dur	0	P	Predateur	Epifaune	Arthropoda	Malacostraca	Amphipoda	Caprellidae
Phyllodoce	Mobile	II	II	Peu fragile	Indifferent	0	M	Predateur	Interstice	Annelida	Polychaeta	Phyllodocida	Phyllodocidae
Onuphidae			NA						Endofaune				
Phyllodoce citrina	Peu mobile	II	II	Peu fragile	Indifferent	0	M	Predateur	Interstice	Annelida	Polychaeta	Phyllodocida	Phyllodocidae
Phyllodoce laminosa	Mobile	I	II	Peu fragile	Indifferent	0	G	Predateur	Interstice	Annelida	Polychaeta	Phyllodocida	Phyllodocidae
Phyllodoce lineata	Mobile	II	II	Peu fragile	Meuble	0	M	Predateur	Endofaune	Annelida	Polychaeta	Phyllodocida	Phyllodocidae
Ophelia limacina			I						Endofaune				
Phyllodoce longipes	Peu mobile	II	II	Peu fragile	Indifferent	0	P	Predateur	Interstice	Annelida	Polychaeta	Phyllodocida	Phyllodocidae
Ophelia neglecta			I						Endofaune				
Phyllodoce maculata	Peu mobile	II	II	Peu fragile	Indifferent	0	PM	Predateur	Endofaune	Annelida	Polychaeta	Phyllodocida	Phyllodocidae
Phyllodoce mucosa	Mobile	II	III	Peu fragile	Meuble	0	MG	Predateur	Interstice	Annelida	Polychaeta	Phyllodocida	Phyllodocidae
Ophelina			I						Endofaune				
Phyllodocidae	Peu mobile	II	II	Peu fragile	Indifferent	0	M	Predateur	Interstice	Annelida	Polychaeta	Phyllodocida	Phyllodocidae
Ophelina cylindricaudata			I						Endofaune				
Pilargis verrucosa	Mobile	I	I	Tres fragile	Meuble	0	M	Inconnu	Endofaune	Annelida	Polychaeta	Phyllodocida	Pilargidae
Ophelina modesta			III						Endofaune				
Pilumnus hirtellus	Mobile	I	I	Pas fragile	Dur	0	P	Predateur	Interstice	Arthropoda	Malacostraca	Decapoda	Pilumnidae
Pinnotheres pectunculi	Peu mobile	I	III	Pas fragile	Indifferent	0	TP	Commensalisme	Endofaune	Arthropoda	Malacostraca	Decapoda	Pinnotheridae
Pionosyllis	Peu mobile	II	II	Tres fragile	Indifferent	0	P	Predateur	Endofaune	Annelida	Polychaeta	Phyllodocida	Syllidae
Pirimela denticulata	Mobile	I	I	Tres fragile	Meuble	0	P	Omnivore	Epifaune	Arthropoda	Malacostraca	Decapoda	Carcinidae
Piromis eruca	Peu mobile	I	II	Tres fragile	Meuble	0	PM	Deposivore	Endofaune	Annelida	Polychaeta	Terebellida	Flabelligeridae
Pisa armata	Mobile	I	I	Pas fragile	Indifferent	0	PM	Omnivore	Epifaune	Arthropoda	Malacostraca	Decapoda	Epialtidae
Pisa nodipes	Mobile	I	III	Pas fragile	Indifferent	0	P	Predateur	Epifaune	Arthropoda	Malacostraca	Decapoda	Epialtidae
Ophiura robusta			II						Interstice				
Pisidia longicornis	Mobile	I	I	Tres fragile	Indifferent	0	P	Suspensivore	Epifaune	Arthropoda	Malacostraca	Decapoda	Porcellanidae
Pisione remota	Peu mobile	I	I	Peu fragile	Meuble	0	P	Predateur	Interstice	Annelida	Polychaeta	Phyllodocida	Sigalionidae
Pista	Peu mobile	I	I	Tres fragile	Meuble	1	PM	Deposivore	Endofaune	Annelida	Polychaeta	Terebellida	Terebellidae
Opisthosyllis brunnea			II						Epifaune				
Pista cristata	Peu mobile	I	I	Tres fragile	Meuble	1	PM	Deposivore	Endofaune	Annelida	Polychaeta	Terebellida	Terebellidae
Pista mediterranea	Peu mobile	I	I	Tres fragile	Meuble	1	PM	Deposivore	Endofaune	Annelida	Polychaeta	Terebellida	Terebellidae
Pista sauriaui	Peu mobile	I	I	Tres fragile	Meuble	1	PM	Deposivore	Endofaune	Annelida	Polychaeta	Terebellida	Terebellidae
Planaria	Peu mobile	I	NA	Tres fragile	Indifferent	0	PM	Predateur	Interstice	Nemertea	Nemertea incertae sedis		
Platyhelminthes	Peu mobile	I	II	Tres fragile	Indifferent	0	M	Inconnu	Epifaune	Platyhelminthes			
Platynereis dumerilii	Mobile	III	I	Peu fragile	Dur	1	M	Brouteur	Epifaune	Annelida	Polychaeta	Phyllodocida	Nereididae
Pleonexes gammaroides	Mobile	III	NA	Peu fragile	Dur	1	TP	Herbivore	Epifaune	Arthropoda	Malacostraca	Amphipoda	Ampithoidae
Pleonexes helleri	Mobile	III	NA	Peu fragile	Dur	0	TP	Herbivore	Epifaune	Arthropoda	Malacostraca	Amphipoda	Ampithoidae
Pleurobranchus membranaceus	Peu mobile	I	NA	Tres fragile	Dur	0	PM	Predateur	Epifaune	Mollusca	Gastropoda	Pleurobranchida	Pleurobranchidae
Pododesmus patelliformis	Fixe	I	I	Tres fragile	Indifferent	0	P	Suspensivore	Epifaune	Mollusca	Bivalvia	Pectinida	Anomiidae
Pododesmus squama	Fixe	I	I	Tres fragile	Dur	0	P	Suspensivore	Epifaune	Mollusca	Bivalvia	Pectinida	Anomiidae
Poecilochaetus serpens	Peu mobile	II	I	Tres fragile	Meuble	1	P	Suspensivore	Endofaune	Annelida	Polychaeta	Spionida	Poecilochaetidae
Polititapes aureus	Fixe	II	I	Pas fragile	Meuble	0	PM	Suspensivore	Endofaune	Mollusca	Bivalvia	Venerida	Veneridae
Polititapes rhomboides	Fixe	I	I	Pas fragile	Meuble	0	PM	Suspensivore	Endofaune	Mollusca	Bivalvia	Venerida	Veneridae
Polycera faeroensis	Mobile	I	NA	Tres fragile	Dur	0	P	Predateur	Epifaune	Mollusca	Gastropoda	Nudibranchia	Polyceridae
Polycirrus	Peu mobile	I	IV	Tres fragile	Meuble	1	P	Deposivore	Endofaune	Annelida	Polychaeta	Terebellida	Terebellidae
Pagurus forbesii			II						Epifaune				
Polycirrus aurantiacus	Peu mobile	I	IV	Tres fragile	Meuble	1	P	Deposivore	Endofaune	Annelida	Polychaeta	Terebellida	Terebellidae
Pagurus pubescentulus			II						Epifaune				
Polycirrus catalanensis	Peu mobile	I	IV	Tres fragile	Meuble	1	P	Deposivore	Endofaune	Annelida	Polychaeta	Terebellida	Terebellidae
Polycirrus denticulatus	Peu mobile	I	IV	Tres fragile	Meuble	1	P	Deposivore	Endofaune	Annelida	Polychaeta	Terebellida	Terebellidae
Palaemon elegans			I						Epifaune				
Polycirrus medusa	Peu mobile	I	IV	Tres fragile	Meuble	1	P	Deposivore	Endofaune	Annelida	Polychaeta	Terebellida	Terebellidae
Polyclinidae	Fixe	I	IV	Tres fragile	Dur	0	P	Suspensivore	Epifaune	Chordata	Ascidiacea	Aplousobranchia	Polyclinidae
Polyclinum aurantium	Fixe	I	NA	Tres fragile	Dur	0	P	Suspensivore	Epifaune	Chordata	Ascidiacea	Aplousobranchia	Polyclinidae
Palliolum tigerinum			I						Epifaune				
Polydora	Peu mobile	IV	IV	Tres fragile	Indifferent	1	PM	Deposivore	Endofaune	Annelida	Polychaeta	Spionida	Spionidae
Pandalidae			I						Interstice				
Polydora ciliata	Peu mobile	IV	IV	Tres fragile	Dur	1	P	Deposivore	Epifaune	Annelida	Polychaeta	Spionida	Spionidae
Polydora colonia	Peu mobile	IV	IV	Tres fragile	Meuble	1	PM	Deposivore	Endofaune	Annelida	Polychaeta	Spionida	Spionidae
Polydora hoplura	Peu mobile	IV	IV	Tres fragile	Dur	1	PM	Deposivore	Endofaune	Annelida	Polychaeta	Spionida	Spionidae
Polygordius	Peu mobile	I	I	Tres fragile	Meuble	0	PM	Deposivore	Interstice	Annelida	Polychaeta		Polygordiidae
Polygordius lacteus	Mobile	I	I	Tres fragile	Meuble	0	TP	Deposivore	Interstice	Annelida	Polychaeta		Polygordiidae
Polynoe scolopendrina	Mobile	II	II	Peu fragile	Dur	1	PM	Predateur	Interstice	Annelida	Polychaeta	Phyllodocida	Polynoidae
Polynoidae	Mobile	II	NA	Peu fragile	Indifferent	0	M	Predateur	Interstice	Annelida	Polychaeta	Phyllodocida	Polynoidae
Paraehlersia ferrugina			II						Endofaune				
Pomatoschistus flavescens	Mobile	NA	NA	Peu fragile	Dur	0	P	Predateur	Interstice	Chordata	Actinopteri	Gobiiformes	Gobiidae
Pomatoschistus pictus	Mobile	NA	NA	Peu fragile	Meuble	0	P	Predateur	Epifaune	Chordata	Actinopteri	Gobiiformes	Gobiidae
Pontocrates arenarius	Mobile	I	II	Pas fragile	Meuble	0	TP	Predateur	Endofaune	Arthropoda	Malacostraca	Amphipoda	Oedicerotidae
Porifera	Fixe	I	NA	Tres fragile	Dur	0	MG	Suspensivore	Epifaune	Porifera			
Praunus flexuosus	Mobile	I	I	Tres fragile	Meuble	0	P	Predateur	Epifaune	Arthropoda	Malacostraca	Mysida	Mysidae
Paramysis (Longidentia) nouveli			NA						Interstice				
Praxillella affinis	Peu mobile	III	III	Tres fragile	Meuble	1	PM	Deposivore	Endofaune	Annelida	Polychaeta		Maldanidae
Praxillella praetermissa	Peu mobile	III	III	Tres fragile	Meuble	1	PM	Deposivore	Endofaune	Annelida	Polychaeta		Maldanidae
Prionospio	Peu mobile	IV	IV	Tres fragile	Meuble	1	P	Deposivore	Endofaune	Annelida	Polychaeta	Spionida	Spionidae
Prionospio cirrifera	Peu mobile	IV	IV	Tres fragile	Meuble	1	P	Deposivore	Endofaune	Annelida	Polychaeta	Spionida	Spionidae
Paraonis			I						Endofaune				
Prionospio fallax	Peu mobile	IV	IV	Tres fragile	Meuble	1	P	Deposivore	Endofaune	Annelida	Polychaeta	Spionida	Spionidae
Prionospio malmgreni	Peu mobile	IV	IV	Tres fragile	Meuble	1	P	Deposivore	Endofaune	Annelida	Polychaeta	Spionida	Spionidae
Prionospio multibranchiata	Peu mobile	IV	III	Tres fragile	Indifferent	1	P	Deposivore	Endofaune	Annelida	Polychaeta	Spionida	Spionidae
Prionospio pulchra	Peu mobile	IV	IV	Tres fragile	Meuble	1	P	Deposivore	Endofaune	Annelida	Polychaeta	Spionida	Spionidae
Pareurythoe chilensis			II						Epifaune				
Prionospio steenstrupi	Peu mobile	IV	IV	Tres fragile	Indifferent	1	P	Deposivore	Endofaune	Annelida	Polychaeta	Spionida	Spionidae
Processa edulis crassipes	Mobile	I	I	Tres fragile	Meuble	0	P	Predateur	Epifaune	Arthropoda	Malacostraca	Decapoda	Processidae
Prosthiostomum siphunculus	Mobile	I	NA	Tres fragile	Dur	0	P	Predateur	Epifaune	Platyhelminthes		Polycladida	Prosthiostomidae
Protocirrineris chrysoderma	Peu mobile	I	IV	Tres fragile	Meuble	1	P	Deposivore	Endofaune	Annelida	Polychaeta	Terebellida	Cirratulidae
Protodorvillea kefersteini	Mobile	IV	IV	Tres fragile	Meuble	0	P	Predateur	Endofaune	Annelida	Polychaeta	Eunicida	Dorvilleidae
Protomystides bidentata	Mobile	II	II	Peu fragile	Meuble	0	P	Predateur	Interstice	Annelida	Polychaeta	Phyllodocida	Phyllodocidae
Psamathe fusca	Mobile	II	II	Tres fragile	Indifferent	0	PM	Predateur	Endofaune	Annelida	Polychaeta	Phyllodocida	Hesionidae
Psammechinus miliaris	Mobile	I	I	Tres fragile	Dur	0	PM	Brouteur	Interstice	Echinodermata	Echinoidea	Camarodonta	Parechinidae
Pseudopolydora antennata	Peu mobile	IV	IV	Tres fragile	Meuble	1	P	Deposivore	Endofaune	Annelida	Polychaeta	Spionida	Spionidae
Pseudopolydora pulchra	Peu mobile	IV	IV	Tres fragile	Meuble	1	TP	Deposivore	Endofaune	Annelida	Polychaeta	Spionida	Spionidae
Peltocoxa brevirostris			NA						Endofaune				
Pseudopotamilla saxicava	Peu mobile	I	II	Tres fragile	Dur	1	P	Suspensivore	Endofaune	Annelida	Polychaeta	Sabellida	Sabellidae
Peltocoxa damnoniensis			NA						Endofaune				
Pseudosuberites sulphureus	Fixe	I	NA	Peu fragile	Dur	0	M	Suspensivore	Epifaune	Porifera	Demospongiae	Suberitida	Suberitidae
Perforatus perforatus			NA						Endofaune				
Pseudosyllis brevipennis	Mobile	II	II	Tres fragile	Dur	0	P	Predateur	Interstice	Annelida	Polychaeta	Phyllodocida	Syllidae
Pterocirrus macroceros	Mobile	II	II	Peu fragile	Indifferent	0	P	Predateur	Interstice	Annelida	Polychaeta	Phyllodocida	Phyllodocidae
Perinereis marionii			III						Endofaune				
Puncturella noachina	Peu mobile	I	I	Tres fragile	Dur	0	TP	Predateur	Epifaune	Mollusca	Gastropoda	Lepetellida	Fissurellidae
Punnettia splendida	Peu mobile	II	NA	Tres fragile	Indifferent	0	P	Predateur	Interstice	Nemertea	Hoplonemertea	Polystilifera	Drepanophoridae
Pygospio elegans	Fixe	IV	III	Tres fragile	Meuble	1	P	Deposivore	Endofaune	Annelida	Polychaeta	Spionida	Spionidae
Pyrgiscus crenatus	Fixe	I	I	Peu fragile	Meuble	0	TP	Parasitique	Epifaune	Mollusca	Gastropoda		Pyramidellidae
Pyura	Fixe	I	I	Pas fragile	Dur	0	PM	Suspensivore	Epifaune	Chordata	Ascidiacea	Stolidobranchia	Pyuridae
Pyura squamulosa	Fixe	I	I	Pas fragile	Dur	0	P	Suspensivore	Epifaune	Chordata	Ascidiacea	Stolidobranchia	Pyuridae
Pyura tessellata	Fixe	I	IV	Pas fragile	Dur	0	TP	Suspensivore	Epifaune	Chordata	Ascidiacea	Stolidobranchia	Pyuridae
Phascoliophila phascolionis			NA						Endofaune				
Pyuridae	Fixe	I	I	Pas fragile	Dur	0	PM	Suspensivore	Epifaune	Chordata	Ascidiacea	Stolidobranchia	Pyuridae
Raphitoma purpurea	Peu mobile	I	I	Peu fragile	Dur	0	P	Predateur	Epifaune	Mollusca	Gastropoda	Neogastropoda	Raphitomidae
Raspailia (Clathriodendron) hispida	Fixe	I	NA	Tres fragile	Dur	0	M	Suspensivore	Epifaune	Porifera	Demospongiae	Axinellida	Raspailiidae
Retusa obtusa	Peu mobile	I	II	Tres fragile	Meuble	0	P	Predateur	Interstice	Mollusca	Gastropoda	Cephalaspidea	Retusidae
Rissoa guerinii	Peu mobile	I	I	Pas fragile	Dur	0	TP	Detritivore	Epifaune	Mollusca	Gastropoda	Littorinimorpha	Rissoidae
Rissoa lilacina	Peu mobile	I	I	Pas fragile	Meuble	0	TP	Deposivore	Epifaune	Mollusca	Gastropoda	Littorinimorpha	Rissoidae
Rissoa parva	Peu mobile	I	I	Peu fragile	Dur	0	TP	Deposivore	Epifaune	Mollusca	Gastropoda	Littorinimorpha	Rissoidae
Pholoe assimilis			I						Endofaune				
Rissoides desmaresti	Mobile	I	I	Peu fragile	Meuble	1	PM	Inconnu	Interstice	Arthropoda	Malacostraca	Stomatopoda	Squillidae
Ruditapes philippinarum	Peu mobile	III	III	Pas fragile	Meuble	0	PM	Suspensivore	Endofaune	Mollusca	Bivalvia	Venerida	Veneridae
Sabella	Peu mobile	I	I	Peu fragile	Dur	1	M	Suspensivore	Epifaune	Annelida	Polychaeta	Sabellida	Sabellidae
Sabella pavonina	Peu mobile	I	I	Tres fragile	Dur	1	M	Suspensivore	Epifaune	Annelida	Polychaeta	Sabellida	Sabellidae
Sabellaria alveolata	Fixe	I	I	Tres fragile	Dur	1	PM	Suspensivore	Epifaune	Annelida	Polychaeta		Sabellariidae
Phoronis ovalis			NA						Endofaune				
Sabellaria spinulosa	Peu mobile	I	I	Peu fragile	Dur	1	P	Suspensivore	Epifaune	Annelida	Polychaeta		Sabellariidae
Sabellidae	Peu mobile	I	I	Tres fragile	Indifferent	1	M	Suspensivore	Epifaune	Annelida	Polychaeta	Sabellida	Sabellidae
Sagitta	Mobile	I	I	Pas fragile	Indifferent	0	TP	Predateur	Epifaune	Chaetognatha	Sagittoidea	Aphragmophora	Sagittidae
Sarsinebalia urgorrii	Mobile	I	I	Peu fragile	Meuble	0	TP	Suspensivore	Epifaune	Arthropoda	Malacostraca	Leptostraca	Nebaliidae
Phyllochaetopterus			I						Endofaune				
Scalibregma celticum	Peu mobile	III	III	Peu fragile	Meuble	0	P	Deposivore	Endofaune	Annelida	Polychaeta		Scalibregmatidae
